352200375,"WARSZAWA","2011","01","01",7.1,"",6.9,"",.9,"",5.7,"",86.8,"",992.2,"",1005.5,"",.1,"",.0,""
352200375,"WARSZAWA","2011","01","02",7.4,"",5.6,"",-1.1,"",4.8,"",85.3,"",997.0,"",1010.4,"",.8,"",.4,""
352200375,"WARSZAWA","2011","01","03",7.3,"",3.8,"",-2.9,"",4.5,"",90.1,"",1004.0,"",1017.6,"",.3,"",.0,""
352200375,"WARSZAWA","2011","01","04",6.0,"",2.1,"",-4.6,"",3.7,"",84.0,"",1007.3,"",1021.0,"",.0,"",.0,""
352200375,"WARSZAWA","2011","01","05",6.3,"",1.6,"",-8.3,"",2.9,"",88.5,"",1007.8,"",1021.7,"",.0,"",.0,""
352200375,"WARSZAWA","2011","01","06",4.6,"",3.6,"",-5.4,"",3.4,"",80.5,"",1000.7,"",1014.4,"",.0,"",1.8,""
352200375,"WARSZAWA","2011","01","07",7.6,"",2.9,"",3.2,"",6.8,"",87.9,"",999.3,"",1012.6,"",.0,"",.0,""
352200375,"WARSZAWA","2011","01","08",7.5,"",2.3,"",3.1,"",7.1,"",93.6,"",1000.9,"",1014.2,"",.6,"",.0,""
352200375,"WARSZAWA","2011","01","09",5.8,"",1.8,"",2.6,"",7.2,"",98.3,"",1001.1,"",1014.4,"",.0,"",.0,""
352200375,"WARSZAWA","2011","01","10",7.0,"",1.5,"",1.4,"",6.6,"",98.1,"",1008.9,"",1022.3,"",1.6,"",.0,""
352200375,"WARSZAWA","2011","01","11",8.0,"",4.0,"",.4,"",6.2,"",97.6,"",1006.0,"",1019.4,"",.0,"",.0,""
352200375,"WARSZAWA","2011","01","12",7.5,"",2.9,"",2.1,"",6.5,"",91.3,"",999.0,"",1012.3,"",.8,"",.0,""
352200375,"WARSZAWA","2011","01","13",7.8,"",1.8,"",1.4,"",6.4,"",94.5,"",997.4,"",1010.7,"",.2,"",.6,""
352200375,"WARSZAWA","2011","01","14",8.0,"",1.4,"",2.7,"",7.5,"",99.6,"",996.9,"",1010.2,"",1.0,"",11.8,""
352200375,"WARSZAWA","2011","01","15",7.9,"",5.4,"",5.5,"",9.0,"",98.5,"",999.7,"",1012.8,"",7.0,"",.0,""
352200375,"WARSZAWA","2011","01","16",7.4,"",1.3,"",4.9,"",8.3,"",95.1,"",1011.4,"",1024.7,"",.0,"",.0,""
352200375,"WARSZAWA","2011","01","17",7.0,"",1.3,"",7.0,"",8.6,"",86.0,"",1011.2,"",1024.4,"",.0,"",.0,""
352200375,"WARSZAWA","2011","01","18",6.0,"",2.1,"",3.5,"",7.5,"",95.4,"",1007.6,"",1020.9,"",.0,"",.2,""
352200375,"WARSZAWA","2011","01","19",7.5,"",2.0,"",2.2,"",6.6,"",91.4,"",1008.4,"",1021.8,"",.0,"",2.9,""
352200375,"WARSZAWA","2011","01","20",7.5,"",2.0,"",-.2,"",5.9,"",97.3,"",1009.3,"",1022.8,"",.9,"",.9,""
352200375,"WARSZAWA","2011","01","21",7.9,"",4.0,"",-1.1,"",5.5,"",97.5,"",1013.0,"",1026.7,"",1.4,"",.0,""
352200375,"WARSZAWA","2011","01","22",7.4,"",3.1,"",-1.5,"",5.0,"",91.9,"",1013.6,"",1027.3,"",.2,"",1.5,""
352200375,"WARSZAWA","2011","01","23",7.4,"",5.1,"",-1.4,"",5.0,"",91.0,"",1004.2,"",1017.7,"",1.5,"",.2,""
352200375,"WARSZAWA","2011","01","24",6.3,"",1.6,"",-4.8,"",3.9,"",91.4,"",1006.5,"",1020.2,"",.4,"",.0,""
352200375,"WARSZAWA","2011","01","25",6.8,"",2.5,"",-4.1,"",4.2,"",89.9,"",996.7,"",1010.3,"",1.3,"",.0,""
352200375,"WARSZAWA","2011","01","26",7.3,"",.8,"",-.4,"",5.4,"",91.4,"",993.9,"",1007.3,"",.0,"",.2,""
352200375,"WARSZAWA","2011","01","27",7.3,"",2.4,"",-1.5,"",5.2,"",94.1,"",1005.0,"",1018.5,"",.0,"",.0,""
352200375,"WARSZAWA","2011","01","28",8.0,"",1.8,"",-5.7,"",3.6,"",90.0,"",1015.8,"",1029.7,"",.0,"",.0,""
352200375,"WARSZAWA","2011","01","29",5.8,"",.9,"",-7.8,"",3.3,"",96.0,"",1011.6,"",1025.5,"",.0,"",.0,""
352200375,"WARSZAWA","2011","01","30",6.8,"",4.1,"",-3.7,"",4.4,"",94.6,"",1007.3,"",1020.9,"",.0,"",.0,""
352200375,"WARSZAWA","2011","01","31",7.9,"",1.9,"",-3.5,"",4.5,"",94.3,"",1012.1,"",1025.8,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","01",8.0,"",3.6,"",-5.1,"",3.9,"",92.8,"",1010.0,"",1023.8,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","02",8.0,"",4.6,"",-3.1,"",4.7,"",95.1,"",1008.8,"",1022.5,"",.0,"",.3,""
352200375,"WARSZAWA","2011","02","03",7.8,"",4.4,"",.3,"",5.8,"",93.8,"",1007.2,"",1020.7,"",.7,"",.0,""
352200375,"WARSZAWA","2011","02","04",7.5,"",4.4,"",2.0,"",6.2,"",87.5,"",1003.4,"",1016.7,"",2.0,"",3.2,""
352200375,"WARSZAWA","2011","02","05",7.5,"",9.5,"",7.6,"",8.6,"",82.6,"",993.8,"",1006.8,"",.0,"",4.2,""
352200375,"WARSZAWA","2011","02","06",7.4,"",5.3,"",4.1,"",6.8,"",83.9,"",1002.0,"",1015.2,"",.0,"",2.0,""
352200375,"WARSZAWA","2011","02","07",7.3,"",5.4,"",7.1,"",8.7,"",86.4,"",1002.0,"",1015.1,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","08",5.1,"",7.3,"",6.0,"",6.1,"",65.0,"",997.7,"",1010.8,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","09",6.1,"",6.1,"",2.9,"",5.7,"",76.5,"",1004.8,"",1018.1,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","10",4.5,"",3.3,"",-.6,"",3.3,"",58.5,"",1009.6,"",1023.1,"",.0,"",1.6,""
352200375,"WARSZAWA","2011","02","11",7.4,"",3.3,"",3.1,"",6.6,"",85.1,"",991.7,"",1004.9,"",3.4,"",.6,""
352200375,"WARSZAWA","2011","02","12",5.5,"",8.9,"",-2.4,"",4.0,"",77.3,"",999.1,"",1012.6,"",.1,"",.0,""
352200375,"WARSZAWA","2011","02","13",1.0,"",2.4,"",-4.7,"",3.2,"",75.6,"",1007.8,"",1021.5,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","14",.0,"",3.1,"",-8.3,"",2.3,"",71.1,"",1008.6,"",1022.5,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","15",3.6,"",4.5,"",-10.2,"",2.2,"",76.8,"",1006.2,"",1020.2,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","16",3.4,"",7.0,"",-7.3,"",2.5,"",71.4,"",1002.5,"",1016.3,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","17",6.6,"",7.3,"",-5.4,"",3.2,"",76.0,"",1000.8,"",1014.5,"",.0,"",.4,""
352200375,"WARSZAWA","2011","02","18",8.0,"",4.8,"",-3.1,"",4.5,"",91.4,"",1002.4,"",1016.0,"",.3,"",1.9,""
352200375,"WARSZAWA","2011","02","19",8.0,"",2.8,"",-4.0,"",4.3,"",93.0,"",1004.8,"",1018.5,"",.3,"",.1,""
352200375,"WARSZAWA","2011","02","20",7.1,"",3.8,"",-9.7,"",2.6,"",87.0,"",1008.1,"",1022.1,"",.2,"",.0,""
352200375,"WARSZAWA","2011","02","21",4.3,"",2.1,"",-12.9,"",1.9,"",82.8,"",1011.5,"",1025.7,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","22",2.6,"",2.9,"",-13.4,"",1.8,"",82.8,"",1011.0,"",1025.3,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","23",6.0,"",2.1,"",-12.8,"",1.9,"",82.3,"",1015.2,"",1029.5,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","24",2.3,"",1.3,"",-11.3,"",2.1,"",81.0,"",1019.7,"",1033.9,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","25",.9,"",2.5,"",-9.9,"",2.3,"",79.6,"",1022.3,"",1036.6,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","26",6.4,"",3.6,"",-6.0,"",3.1,"",78.5,"",1016.9,"",1030.8,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","27",4.1,"",6.0,"",-4.0,"",3.6,"",79.1,"",1009.5,"",1023.3,"",.0,"",.0,""
352200375,"WARSZAWA","2011","02","28",.8,"",4.5,"",-5.0,"",3.2,"",74.9,"",1017.8,"",1031.7,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","01",.0,"",1.4,"",-4.7,"",3.0,"",70.3,"",1025.0,"",1039.0,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","02",.0,"",1.5,"",-3.0,"",2.8,"",61.3,"",1026.6,"",1040.5,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","03",.0,"",1.5,"",-.6,"",2.7,"",49.4,"",1022.4,"",1036.1,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","04",1.4,"",1.9,"",.1,"",4.1,"",67.6,"",1016.6,"",1030.2,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","05",5.6,"",6.0,"",1.1,"",5.4,"",81.4,"",1003.1,"",1016.5,"",.0,"",.2,""
352200375,"WARSZAWA","2011","03","06",3.8,"",6.5,"",-.6,"",4.4,"",75.5,"",1006.6,"",1020.2,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","07",1.5,"",3.0,"",-2.3,"",3.5,"",69.6,"",1022.4,"",1036.3,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","08",3.8,"",1.4,"",-.3,"",3.6,"",61.8,"",1020.6,"",1034.3,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","09",.9,"",3.3,"",1.5,"",3.3,"",50.4,"",1008.3,"",1021.8,"",.0,"",1.6,""
352200375,"WARSZAWA","2011","03","10",6.9,"",1.5,"",3.2,"",6.4,"",82.9,"",1001.6,"",1014.9,"",.4,"",.0,""
352200375,"WARSZAWA","2011","03","11",5.4,"",4.5,"",6.1,"",6.5,"",69.8,"",998.9,"",1012.0,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","12",2.4,"",1.9,"",5.6,"",6.3,"",72.3,"",1004.6,"",1017.8,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","13",5.1,"",1.9,"",7.7,"",6.3,"",63.9,"",998.4,"",1011.5,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","14",6.0,"",2.9,"",10.6,"",7.5,"",59.1,"",1001.3,"",1014.2,"",.0,"",.8,""
352200375,"WARSZAWA","2011","03","15",7.4,"",3.3,"",6.2,"",8.1,"",85.8,"",1009.0,"",1022.2,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","16",6.8,"",7.0,"",3.3,"",5.6,"",72.8,"",1012.1,"",1025.5,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","17",7.8,"",10.1,"",3.6,"",5.1,"",65.3,"",1003.3,"",1016.6,"",.0,"",1.6,""
352200375,"WARSZAWA","2011","03","18",8.0,"",4.8,"",1.8,"",6.7,"",95.9,"",1000.1,"",1013.4,"",.2,"",1.6,""
352200375,"WARSZAWA","2011","03","19",6.9,"",5.1,"",1.6,"",6.0,"",88.6,"",1009.6,"",1023.1,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","20",4.5,"",2.3,"",1.4,"",5.3,"",80.6,"",1017.7,"",1031.3,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","21",5.0,"",2.4,"",1.9,"",5.9,"",84.1,"",1020.7,"",1034.3,"",.0,"",.0,""
352200375,"WARSZAWA","2011","03","22",3.4,"",5.3,"",8.7,"",7.7,"",68.4,"",1017.4,"",1030.7,"",.0,"",.0,""
