pm10_sr_niep,pm10_sr_wok,pm25_sr_niep,pm25_sr_wok,pm10_8_niep,pm10_8_wok,pm25_8_niep,pm25_8_wok
44.65416666666667,31.3,22.570833333333336,14.583333333333334,52.5,36.4,20.0,14.6
64.4625,48.50416666666667,36.4625,28.024999999999988,86.7,54.6,35.6,33.9
58.52083333333335,44.58695652173913,38.29166666666668,30.354166666666668,86.0,47.3,47.3,43.3
47.74999999999999,44.29583333333333,31.762500000000003,27.495833333333334,59.6,48.1,37.6,31.9
40.225,35.1875,29.0,25.754166666666666,36.8,35.5,19.4,20.0
44.30833333333333,34.87083333333333,27.97083333333333,24.7625,49.3,44.5,37.4,32.2
47.90833333333333,40.08750000000001,29.51666666666667,25.482608695652175,59.2,43.2,34.0,27.2
61.22499999999999,47.837500000000006,41.241666666666674,31.879166666666663,78.8,59.8,44.2,35.0
68.49166666666667,56.162499999999994,45.99999999999999,37.012499999999996,105.9,76.9,59.1,42.1
77.75416666666668,54.89583333333332,43.175000000000004,30.547826086956523,102.7,78.3,43.3,46.2
42.95416666666666,29.516666666666662,28.362499999999997,16.437500000000004,66.2,31.4,25.9,19.3
27.495833333333337,22.299999999999994,18.654166666666672,13.633333333333335,36.5,26.0,22.8,23.5
29.45,17.95,15.5,10.833333333333334,44.9,22.6,16.7,15.1
28.6875,17.979166666666668,16.937499999999996,13.787500000000001,27.8,22.9,20.3,14.3
40.45833333333333,19.170833333333338,21.558333333333337,10.8125,38.2,14.4,14.7,10.7
49.09166666666667,21.941666666666663,26.82916666666667,14.279166666666667,32.0,11.6,22.5,9.0
59.550000000000004,37.175000000000004,35.637499999999996,26.166666666666657,101.8,48.8,44.4,30.0
69.27916666666668,21.65416666666667,36.29583333333333,12.0,115.4,23.4,44.6,17.6
20.6125,15.69166666666667,14.466666666666663,8.183333333333334,12.9,6.9,11.0,0.6
74.14583333333336,29.258333333333336,34.829166666666666,18.10833333333333,82.8,29.7,34.7,21.6
58.195652173913054,40.95416666666667,36.675,20.941666666666666,95.3,43.1,50.4,24.7
77.01666666666667,31.141666666666662,26.116666666666664,15.862499999999999,102.1,51.5,31.7,23.5
91.12500000000001,36.095238095238095,35.62083333333333,17.12916666666667,134.8,47.8,41.9,19.6
42.7,24.0625,24.537499999999998,13.695833333333335,40.1,23.5,39.0,15.6
49.09583333333334,23.970833333333335,20.32083333333333,14.85416666666667,74.7,22.8,23.6,16.2
38.016666666666666,23.474999999999994,26.662499999999998,18.391666666666662,35.6,27.2,23.6,17.9
38.44583333333333,20.005882352941175,16.65416666666667,8.6375,57.1,,20.2,17.2
58.729166666666664,24.062499999999996,26.33333333333333,12.791666666666664,75.1,26.9,28.1,16.8
50.3375,26.108333333333334,23.22083333333333,13.458333333333334,91.9,31.3,33.0,16.1
65.80434782608695,31.079166666666666,31.021739130434778,17.112500000000004,60.5,37.8,29.5,20.0
96.70000000000003,45.6,47.80416666666667,23.912499999999998,106.0,35.4,49.2,27.2
40.3625,27.700000000000003,26.90416666666667,17.124999999999996,39.1,18.7,32.0,16.3
40.32916666666667,35.670833333333334,27.97916666666667,23.745833333333334,38.6,45.0,34.5,30.0
42.27916666666666,24.6125,22.745833333333334,12.587499999999999,54.9,32.4,26.2,14.0
58.599999999999994,35.10416666666667,23.900000000000006,19.73913043478261,63.1,27.2,24.3,26.6
44.88333333333332,29.824999999999992,19.016666666666662,12.399999999999999,46.4,29.7,23.2,19.3
74.79166666666667,36.15,31.50833333333334,17.429166666666667,98.3,44.9,35.2,22.3
54.70000000000001,34.57083333333333,30.22916666666666,16.724999999999998,89.3,39.4,32.2,18.2
43.770833333333336,26.975000000000005,25.491666666666664,17.166666666666668,31.9,22.6,23.3,17.2
36.475,26.316666666666663,22.954166666666662,17.591666666666665,28.7,26.0,23.5,15.5
41.40416666666667,22.52083333333334,22.237499999999997,14.875,73.3,31.3,23.6,16.1
37.4375,30.212500000000002,21.695833333333336,15.33333333333333,48.2,34.9,19.8,16.4
48.19166666666667,35.329166666666666,24.629166666666666,16.379166666666666,60.1,29.7,23.6,15.3
43.87916666666667,30.633333333333336,24.016666666666662,14.091666666666669,64.1,23.7,26.9,15.2
30.974999999999994,19.07727272727273,14.399999999999999,9.608333333333333,38.7,15.0,12.8,11.4
30.383333333333336,25.49166666666667,15.9,12.421739130434785,34.3,19.6,15.1,20.7
27.90416666666667,24.745833333333326,15.650000000000004,11.887500000000001,28.6,19.3,13.4,10.0
36.258333333333326,29.979166666666668,19.2125,12.237500000000002,37.8,27.8,13.3,8.2
43.84166666666667,32.193333333333335,21.983333333333338,15.430434782608698,55.5,30.3,21.5,16.9
50.84583333333333,34.99375,27.775000000000002,21.433333333333334,61.5,,29.2,26.9
51.566666666666656,32.67916666666667,27.037500000000005,18.283333333333335,117.9,37.9,27.5,19.3
39.62500000000001,19.583333333333336,18.995833333333337,7.675,45.9,18.4,14.9,8.9
37.52916666666666,20.2375,17.24166666666667,7.004166666666667,35.4,18.3,15.5,7.3
26.608333333333334,19.462500000000002,15.445833333333338,8.159090909090908,20.6,16.6,13.8,11.5
40.81666666666666,20.90416666666667,17.679166666666667,7.674999999999998,61.4,22.2,17.8,7.7
51.125,36.11666666666667,26.40833333333333,16.29583333333333,80.0,51.6,25.7,14.6
53.80416666666667,32.46666666666666,,13.637500000000003,54.3,43.2,,23.6
69.64583333333334,38.96666666666667,28.928571428571434,18.27083333333334,95.3,39.1,,15.2
48.8375,35.97500000000001,30.162500000000005,18.7875,69.5,38.0,30.2,20.2
35.30416666666668,30.75833333333334,21.1125,16.20416666666667,26.9,26.3,17.6,9.1
22.27916666666667,15.862500000000002,14.545833333333336,6.925,17.4,15.6,12.9,7.7
20.924999999999994,14.241666666666667,12.291666666666664,4.758333333333334,19.9,11.5,10.9,1.8
38.30833333333332,19.191666666666666,17.995833333333334,7.6958333333333355,62.3,15.1,15.9,8.9
44.599999999999994,22.570833333333336,23.254166666666663,9.345833333333333,74.7,23.8,18.9,13.8
23.52916666666667,18.604166666666668,14.950000000000001,7.404166666666666,17.2,14.1,13.8,4.1
29.254166666666663,21.12916666666666,18.70416666666667,9.595833333333335,43.5,31.1,22.6,14.2
20.941666666666666,16.220833333333335,12.866666666666667,7.312500000000001,24.2,14.6,12.9,9.2
20.45416666666667,16.525000000000002,11.579166666666666,7.704166666666666,11.6,16.3,11.1,11.8
29.400000000000002,16.75,14.262500000000003,6.791304347826086,45.4,19.5,13.5,15.7
30.662499999999998,19.016666666666666,13.866666666666665,5.1875,33.6,17.6,12.1,3.9
34.59583333333334,25.058333333333337,18.054166666666667,9.282608695652174,48.0,26.8,16.5,10.6
26.370833333333334,18.858333333333334,14.833333333333336,10.595652173913043,18.2,16.2,17.2,11.7
39.52083333333333,30.920833333333338,21.21666666666666,14.508333333333335,59.0,42.5,29.9,18.2
15.847368421052632,13.137500000000003,10.374999999999998,6.258333333333334,12.1,11.2,10.1,3.1
12.630434782608694,9.920833333333334,7.745833333333334,4.441666666666667,6.7,7.7,5.8,3.1
26.60833333333333,14.37083333333333,13.829166666666667,7.443478260869565,33.0,12.1,10.1,9.9
33.56086956521739,18.1,15.875,7.141666666666665,47.2,18.8,15.7,9.6
33.40416666666666,18.150000000000002,19.058333333333334,9.125,46.3,25.0,16.8,13.3
49.008333333333326,31.912499999999998,23.916666666666668,16.875,46.8,34.9,20.6,16.9
42.56666666666667,34.93749999999999,25.079166666666666,19.5375,38.2,23.7,20.8,13.1
48.604166666666664,31.45833333333333,25.83333333333333,14.887499999999996,49.4,37.0,29.4,15.0
28.495833333333326,28.78333333333333,18.775000000000002,18.595833333333335,29.5,27.5,19.6,19.2
31.599999999999994,26.966666666666665,17.350000000000005,13.441666666666668,43.1,23.8,14.8,15.5
36.795833333333334,18.929166666666664,16.195833333333336,8.7875,41.1,18.3,17.4,8.6
34.14999999999999,24.599999999999994,20.63333333333333,14.554166666666665,34.7,26.0,18.2,19.6
49.280952380952385,28.466666666666665,22.370833333333337,17.57916666666667,51.0,33.1,20.6,17.2
38.82916666666667,21.379166666666663,21.95833333333333,11.866666666666667,31.0,15.2,23.6,10.2
26.770833333333332,18.2875,15.962500000000004,7.437500000000001,27.0,21.7,16.5,8.9
28.816666666666666,26.370833333333337,19.270833333333332,16.03333333333333,33.4,26.2,22.5,18.7
43.1625,29.10416666666667,24.33333333333333,14.243478260869566,46.8,32.8,25.0,16.4
36.27916666666666,21.316666666666666,18.554166666666667,8.983333333333334,76.3,24.3,20.6,11.7
24.545833333333334,20.421739130434784,15.441666666666668,11.666666666666664,23.1,16.8,17.1,9.1
44.270833333333336,27.71666666666667,21.762500000000003,13.591666666666663,90.6,30.4,25.6,15.6
23.720833333333335,14.52916666666667,14.212499999999999,5.322727272727271,28.0,18.8,14.0,2.8
23.183333333333334,14.350000000000001,9.679166666666665,5.725,11.4,7.4,5.6,0.5
23.26666666666667,19.170833333333334,14.779166666666667,9.374999999999998,18.3,17.5,15.9,11.6
35.70416666666667,22.3,15.725,12.895652173913044,21.8,23.5,8.4,12.8
44.37916666666666,26.200000000000006,20.620833333333337,14.029166666666663,55.3,27.5,19.4,18.2
25.670833333333334,16.904166666666672,16.470833333333335,8.112499999999999,25.7,19.3,17.4,12.3
38.525,20.337500000000002,13.570833333333333,8.191666666666665,27.2,16.3,8.4,7.2
48.97083333333333,26.11666666666667,24.09583333333333,10.924999999999999,65.2,21.2,23.5,10.1
28.987499999999997,17.787499999999998,16.229166666666668,7.883333333333334,26.0,15.5,12.7,5.6
29.133333333333326,22.683333333333337,15.9,10.529166666666667,30.2,28.9,15.3,18.5
39.8375,23.304166666666664,18.229166666666664,10.595833333333335,44.9,21.7,17.0,8.5
33.74166666666667,24.39565217391305,18.9875,10.126086956521737,54.9,28.3,20.7,17.3
27.262500000000003,24.004166666666666,14.620833333333337,10.418181818181818,49.2,30.0,15.6,11.9
26.962500000000002,23.654166666666665,15.766666666666667,10.754166666666665,35.9,20.5,16.5,10.4
35.84583333333334,27.51249999999999,21.04583333333333,14.566666666666665,63.1,28.3,20.0,22.4
33.98749999999999,29.483333333333334,21.837499999999995,15.387499999999998,30.9,29.2,21.3,12.3
36.512499999999996,34.07083333333333,24.637500000000003,19.025000000000002,30.2,34.8,21.0,21.8
30.233333333333334,18.879166666666666,15.94166666666667,6.8625,47.4,22.9,15.1,8.0
25.04166666666667,14.93333333333333,13.291666666666664,4.137499999999999,29.5,13.9,11.8,3.8
29.85833333333333,17.937500000000004,14.141666666666666,6.416666666666668,37.5,20.9,14.8,6.6
42.05833333333334,22.941666666666666,17.833333333333336,10.600000000000001,53.3,21.1,13.8,12.3
53.162499999999994,32.1625,26.262500000000006,13.345833333333331,83.5,33.7,23.6,16.8
35.55,23.416666666666668,21.287500000000005,12.200000000000001,27.0,15.7,18.6,12.2
28.6875,20.179166666666667,16.724999999999998,9.275,15.1,13.6,13.2,9.1
31.545833333333338,23.45,20.258333333333333,14.945833333333333,29.1,21.3,19.1,12.5
40.287499999999994,23.52916666666667,19.9,9.391666666666666,46.5,23.3,22.4,8.2
47.300000000000004,29.25833333333333,25.554166666666664,13.904166666666669,69.7,32.4,30.1,18.3
50.20416666666667,34.32083333333333,26.34583333333333,18.7625,55.5,30.4,26.7,20.2
56.05416666666667,35.89166666666667,28.033333333333328,22.175,71.3,44.7,35.1,34.8
27.070833333333336,15.762499999999998,11.108333333333334,5.112500000000002,28.9,10.6,11.2,4.3
39.9875,22.312500000000004,14.549999999999999,12.245833333333337,37.4,20.0,14.2,13.2
50.349999999999994,30.04583333333333,25.804166666666664,17.5125,48.2,27.5,24.2,22.8
44.80000000000001,30.537499999999998,22.85833333333333,14.333333333333334,65.1,34.0,19.6,20.2
35.14999999999999,24.59166666666667,19.433333333333334,13.900000000000004,55.9,30.6,21.3,13.1
39.21666666666667,29.5,18.10833333333333,14.741666666666667,34.5,27.7,13.1,9.1
34.35416666666666,28.50833333333334,18.841666666666672,13.850000000000001,37.5,31.2,19.3,11.4
51.595833333333324,35.5375,30.125,26.17083333333333,37.0,33.2,23.3,24.7
28.22916666666667,15.516666666666667,14.270833333333336,6.608695652173912,12.8,12.9,10.5,4.8
43.78333333333334,22.439130434782605,19.883333333333336,9.131818181818181,71.4,19.5,19.5,6.6
40.09166666666667,27.024999999999995,20.104166666666668,7.762500000000002,46.0,24.2,18.9,7.7
50.449999999999996,28.174999999999994,23.699999999999992,11.0625,58.2,28.6,23.1,6.6
62.84166666666666,36.32916666666667,32.400000000000006,15.516666666666667,112.8,68.1,46.2,21.9
68.54166666666666,43.462499999999984,34.57916666666667,20.816666666666666,107.0,68.1,41.2,37.5
74.39999999999999,38.86666666666667,39.275,21.233333333333327,123.3,53.8,48.3,25.3
26.679166666666664,31.6875,21.145833333333336,21.383333333333336,17.0,25.6,15.5,16.0
38.18749999999999,33.45416666666667,19.266666666666666,16.73333333333333,34.2,21.7,14.9,10.9
40.45416666666666,23.745833333333337,21.012500000000003,13.191666666666668,33.9,19.2,22.7,3.6
45.92916666666665,27.366666666666674,25.92916666666667,13.704166666666664,61.7,29.6,27.8,15.6
30.77083333333333,18.837499999999995,17.454166666666662,7.666666666666668,51.5,24.7,18.2,8.0
30.691666666666666,18.23333333333333,14.233333333333334,7.595833333333332,22.0,15.2,14.6,7.4
35.783333333333324,26.495833333333334,20.599999999999998,14.250000000000002,44.8,30.2,22.2,20.3
39.7125,31.152173913043484,22.508333333333336,17.808333333333337,32.9,34.5,25.8,22.1
48.57083333333333,30.862500000000008,25.5,14.483333333333336,91.0,42.2,28.3,21.7
45.37083333333334,30.3625,20.883333333333336,11.141666666666667,64.3,27.1,18.7,10.8
46.19166666666667,33.7375,20.90833333333333,11.570833333333331,54.7,42.6,22.6,18.8
47.775,31.912499999999998,21.016666666666666,11.254166666666668,74.6,35.1,22.3,15.0
41.41249999999999,25.066666666666666,17.220833333333335,11.583333333333334,44.8,24.8,15.5,11.6
49.662499999999994,32.6875,27.420833333333338,18.825,74.3,29.1,31.4,21.5
40.51666666666667,38.93750000000001,27.579166666666662,24.212500000000002,45.0,45.6,35.6,31.3
65.30416666666667,40.15,32.12916666666667,22.7304347826087,97.3,46.4,29.3,23.4
52.574999999999996,30.28750000000001,26.495833333333334,18.85454545454546,71.8,34.3,26.5,20.1
29.341176470588238,26.808333333333337,22.84583333333333,16.85833333333333,45.3,27.3,24.6,30.0
,51.84166666666666,41.84583333333334,27.49583333333334,,57.0,46.5,36.1
,36.79583333333333,24.825000000000003,13.104166666666664,,38.8,22.3,8.1
,41.66666666666667,27.404166666666665,20.89166666666667,,40.1,24.2,17.8
,45.387499999999996,34.6625,30.925000000000008,,41.6,38.5,33.8
93.90000000000002,46.36666666666667,39.02083333333333,29.786956521739132,,46.3,30.9,23.0
77.68333333333335,63.287500000000016,53.17083333333333,43.166666666666664,124.7,90.9,84.9,60.0
40.79583333333334,26.79166666666666,23.458333333333332,17.854166666666664,64.0,29.9,26.0,11.0
58.62916666666666,40.583333333333336,28.816666666666663,26.262500000000003,47.0,37.2,21.3,19.4
48.4,41.30416666666666,28.27083333333334,23.891666666666666,66.2,28.8,30.4,18.3
43.337500000000006,36.10833333333334,27.658333333333328,24.525000000000006,36.5,39.8,29.0,20.4
36.30833333333332,27.6875,24.924999999999997,22.86666666666667,36.3,26.6,29.0,24.8
50.137499999999996,39.895833333333336,31.104166666666668,23.975000000000005,65.5,33.3,36.2,21.9
59.10000000000002,46.833333333333336,34.92083333333333,25.354166666666668,66.6,50.0,45.7,30.8
51.04166666666668,43.104166666666664,29.633333333333336,19.099999999999998,59.3,48.4,31.0,29.6
43.625,28.312500000000004,24.375,12.962500000000004,64.5,30.6,27.0,17.9
30.679166666666664,24.449999999999992,19.833333333333332,11.879166666666665,23.2,15.1,17.9,4.8
31.83333333333333,22.29166666666667,23.116666666666664,13.720833333333331,35.9,24.8,25.6,19.3
36.73749999999999,25.066666666666674,25.254166666666666,18.179166666666667,27.2,20.8,22.0,10.6
44.591666666666676,24.175000000000008,27.77083333333333,16.666666666666668,63.7,27.0,32.4,13.1
35.25,13.420833333333334,15.075000000000001,7.741666666666666,36.1,11.0,12.3,5.5
28.07916666666667,16.670833333333334,13.299999999999999,8.283333333333331,28.3,18.8,11.7,7.5
29.808333333333326,15.954166666666666,14.320833333333335,10.841666666666667,45.9,21.7,14.6,10.9
31.05,15.787499999999996,17.179166666666667,10.370833333333335,43.6,20.6,16.2,14.7
18.2125,19.01666666666667,14.487499999999999,14.670833333333334,22.9,13.2,16.6,13.6
35.237500000000004,37.32916666666667,29.233333333333324,33.67916666666667,34.7,50.1,33.4,45.8
34.19583333333333,28.770833333333332,27.512499999999992,25.879166666666663,54.9,33.6,34.3,29.5
49.45217391304348,42.204166666666666,37.216666666666676,33.1875,54.5,45.4,40.1,43.4
45.349999999999994,36.07142857142857,39.62083333333334,28.15416666666667,60.5,45.5,46.6,32.6
41.11666666666666,28.954166666666662,29.495833333333326,21.316666666666663,46.0,27.9,28.6,18.5
58.30416666666667,36.63333333333333,38.69583333333333,26.920833333333338,63.7,41.5,35.0,23.1
76.75416666666665,58.037499999999994,58.31666666666666,47.054166666666674,126.3,79.2,80.4,60.3
33.920833333333334,40.67083333333333,31.52083333333333,34.09166666666667,24.0,34.7,22.9,32.8
32.89166666666667,31.829166666666666,26.09166666666667,23.625,32.3,32.8,24.9,19.8
29.420833333333334,31.433333333333326,23.491666666666664,23.770833333333332,31.6,33.5,23.7,24.0
35.150000000000006,36.72083333333333,28.38333333333333,29.283333333333342,34.1,36.4,28.6,26.2
